Half,time,team,player,event,against,notes
1,1:00,0,kelo,2pt_attempt,,from memory
1,1:00,1,dante,3pt_made,,from memory
1,1:00,1,dom,2pt_made,,from memory
1,1:00,1,dante,2pt_made,,from memory
1,3:00,0,pope,dreb,,tipout against the tall guy
1,3:15,0,kelo,2pt_attempt,,
1,3:30,0,kelo,ft_attempt,,down 7-1 to start
1,3:45,0,kelo,ft_made,,
1,4:02,0,chosen,dreb,,
1,4:10,0,kelo,assist,,
1,4:12,0,dylan,3pt_made,,
1,4:53,1,dom,3pt_attempt,,
1,4:54,0,riqq,dreb,,
1,5:03,0,chosen,turnover,,
1,5:26,1,00,3pt_made,,
1,6:07,0,dylan,ft_attempt,,
1,6:17,0,dylan,ft_made,,
1,6:32,1,6,2pt_attempt,,
1,6:33,0,kelo,dreb,,
1,6:45,0,chosen,3pt_attempt,,
1,6:54,0,chosen,dreb,,
1,6:55,0,chosen,turnover,,
1,6:59,1,3,2pt_made,,
1,7:16,0,pope,2pt_made,,
1,7:50,1,6,3pt_attempt,,
1,7:51,0,chris,dreb,,
1,7:57,0,kelo,3pt_attempt,,
1,8:07,1,dante,2pt_attempt,,
1,8:08,0,dylan,dreb,,
1,8:25,0,dylan,3pt_attempt,,
1,8:26,0,kelo,oreb,,
1,8:46,0,dylan,ft_made,,
1,8:56,0,dylan,ft_attempt,,
1,8:57,1,00,dreb,,
1,9:18,0,dylan,steal,,
1,9:45,0,tyriq,turnover,,
1,10:00,1,dante,3pt_attempt,,
1,10:01,0,dylan,dreb,,
1,10:10,0,chris,2pt_attempt,,
1,10:42,0,chosen,steal,,
1,10:43,0,chosen,turnover,,
1,10:09,1,dom,assist,,
1,10:10,1,dante,3pt_made,,
1,10:27,0,riqq,3pt_attempt,,
1,10:28,1,dante,dreb,,
1,10:40,1,dante,3pt_attempt,,
1,11:43,0,chris,dreb,,
1,11:48,0,chris,2pt_made,,
1,12:07,1,dom,assist,,
1,12:12,1,dante,3pt_made,,
1,12:23,0,riqq,assist,,
1,12:24,0,pope,2pt_made,,
1,12:44,0,pope,foul,,should have been a jump ball
1,13:10,1,00,3pt_attempt,,
1,13:11,1,6,oreb,,could have boxed better... sad
