Half,time,team,player,event,against,notes
1,1:56,0,kareem,3pt_attempt,,
1,1:57,0,pope,oreb,,
1,1:58,0,pope,2pt_attempt,,
1,2:11,0,evan,steal,,
1,2:15,0,evan,2pt_made,,
1,2:26,1,18,3pt_attempt,,
1,2:27,0,evan,dreb,,
1,2:37,0,tc,3pt_attempt,,
1,2:38,1,dylan,dreb,,
1,2:44,0,tc,steal,,
1,2:50,0,ryan,2pt_attempt,,
1,3:15,0,kareem,ft_made,,
1,3:24,0,kareem,ft_made,,
1,3:39,1,18,2pt_made,,
1,3:48,0,evan,assist,,
1,3:49,0,kareem,2pt_made,,
1,4:10,0,pope,foul,,
1,4:27,1,00,3pt_attempt,,
1,4:28,0,pope,dreb,,
1,4:38,0,evan,3pt_attempt,,
1,4:39,1,dylan,dreb,,
1,4:55,1,dylan,3pt_made,,
1,5:08,0,ryan,3pt_attempt,,
1,5:38,1,dylan,ft_made,,
1,5:39,1,dylan,ft_made,,
1,5:40,1,dylan,ft_made,,
1,6:20,0,tc,2pt_made,,
1,6:28,0,tc,steal,,evan deflection
1,6:33,0,tc,2pt_made,,
1,6:41,1,00,2pt_made,,totally a charge
1,6:49,0,tyriq,3pt_attempt,,
1,6:56,1,18,3pt_made,,
1,7:10,0,tc,3pt_made,,
1,7:21,1,00,2pt_attempt,,
1,7:22,0,kareem,dreb,,
1,7:52,0,tyriq,3pt_attempt,,
1,7:56,1,23,3pt_attempt,,
1,7:59,1,dylan,oreb,,
1,8:00,1,18,2pt_attempt,,
1,8:03,0,tyriq,dreb,,
1,8:33,0,dom,assist,,
1,8:34,0,kareem,3pt_made,,
1,8:49,1,dylan,2pt_made,,
1,9:00,0,ryan,2pt_attempt,,
1,9:01,0,dom,oreb,,
1,9:06,0,kareem,3pt_attempt,,
1,9:07,1,23,dreb,,
1,9:08,0,ryan,steal,,
1,9:10,0,ryan,assist,,
1,9:12,0,tyriq,2pt_made,,
1,9:27,1,42,assist,,
1,9:28,1,18,2pt_made,,
1,9:37,0,tyriq,2pt_made,,
1,9:49,1,18,3pt_made,,
1,10:02,0,tc,assist,,
1,10:03,0,kareem,3pt_made,,
1,10:22,1,00,3pt_made,,
1,10:32,0,tc,3pt_attempt,,
1,10:40,1,42,3pt_attempt,,
1,10:41,0,kareem,dreb,,
1,10:50,0,tc,3pt_made,,
1,10:47,0,ryan,steal,,
1,11:27,0,dom,2pt_attempt,,
1,11:30,1,00,dreb,,
1,11:32,1,00,2pt_made,,
1,11:42,0,tyriq,turnover,,
1,11:57,1,42,3pt_attempt,,
1,11:58,0,dom,dreb,,
1,12:04,0,tc,2pt_made,,
1,12:23,1,23,turnover,,
1,12:25,0,kareem,steal,,
1,12:27,0,kareem,assist,,
1,12:29,0,tyriq,2pt_made,,
1,12:39,1,00,3pt_made,,
1,12:57,0,kareem,2pt_attempt,,
1,12:58,1,23,dreb,,
1,13:04,1,00,assist,,
1,13:05,1,42,3pt_made,,
1,13:24,0,tc,2pt_attempt,,
1,13:25,0,tc,oreb,,
1,13:26,0,tc,2pt_made,,
1,13:44,0,tyriq,foul,,
1,13:45,1,18,ft_attempt,,
1,13:55,1,18,ft_attempt,,
1,14:19,0,dom,dreb,,
1,14:33,0,evan,turnover,,
1,15:15,0,evan,foul,,
1,15:25,1,dylan,ft_attempt,,
1,15:35,1,dylan,ft_made,,
1,16:27,1,dylan,2pt_made,,
1,16:35,1,dylan,ft_made,,shoddy camera work tyriq
1,17:16,1,dylan,3pt_attempt,,
1,17:21,0,dom,dreb,,
1,17:45,0,chosen,ft_attempt,,
1,17:55,0,chosen,ft_made,,
1,18:16,1,00,3pt_attempt,,
1,18:18,0,tc,dreb,,
1,18:20,0,tc,assist,,
1,18:22,0,dom,2pt_made,,
1,18:29,1,18,3pt_attempt,,
1,18:30,0,evan,dreb,,
1,18:35,0,pope,turnover,,
1,18:41,1,23,2pt_made,,
1,18:52,0,chosen,turnover,,
1,19:55,1,18,2pt_made,,
1,20:35,0,tyriq,ft_attempt,,
1,20:45,0,tyriq,ft_made,,
1,21:12,1,18,2pt_made,,
1,21:23,0,tyriq,assist,,
1,21:24,0,chosen,2pt_made,,
2,0:01,0,kareem,2pt_made,,the dunk w/ T
2,0:02,0,kareem,2pt_made,,the dunk over 42
2,0:03,0,kareem,2pt_made,,the dunk off the pass from TC
2,7:00,0,kareem,assist,,long pass 
2,7:01,0,pope,3pt_made,,corner 3 on 23
2,0:04,0,tc,assist,,the dunk off the pass from TC
2,19:35,0,pope,assist,,the dunk off the pass from TC
2,19:36,0,tc,2pt_made,,the dunk off the pass from TC
2,19:50,0,pope,steal,,"steal to clinch it, pass out to dom"
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
