Half,time,team,player,event,against,notes
1,0:01,0,jeff,2pt_made,,
1,0:02,0,jeff,2pt_made,,
1,0:03,1,37,2pt_attempt,,
1,0:04,0,tc,block,,highlight
1,0:58,0,kelo,assist,,
1,1:00,0,dylan,2pt_made,,
1,1:10,1,mike,3pt_attempt,,
1,1:12,0,dylan,dreb,,
1,1:42,0,kelo,ft_made,,
1,1:50,0,kelo,ft_made,,
1,2:02,0,tariq,steal,,
1,2:08,0,kelo,3pt_attempt,,
1,2:17,1,37,2pt_made,,
1,2:30,0,pope,2pt_attempt,,
1,2:31,1,37,block,,
1,2:32,0,pope,oreb,,
1,2:33,0,pope,2pt_attempt,,
1,2:35,1,1,dreb,,
1,2:36,1,1,assist,,
1,2:38,1,mike,2pt_made,,
1,2:52,0,pope,3pt_attempt,,
1,3:00,1,mike,3pt_attempt,,
1,3:01,0,tariq,dreb,,
1,3:08,0,chris,2pt_made,,
1,3:20,0,pope,steal,,
1,3:52,0,kelo,2pt_attempt,,
1,3:56,1,q,dreb,,
1,4:00,1,1,3pt_attempt,,
1,4:01,0,dylan,dreb,,
1,4:10,0,kelo,assist,,
1,4:12,0,pope,3pt_made,,
1,4:26,0,pope,foul,,
1,4:47,1,1,assist,,
1,4:50,1,mike,3pt_made,,
1,5:00,0,tariq,3pt_attempt,,
1,5:01,1,37,dreb,,
1,5:27,0,dylan,foul,,bad call
1,5:59,0,jeff,block,,
1,6:14,1,37,2pt_made,,
1,6:23,0,jeff,3pt_attempt,,
1,6:24,0,chris,oreb,,
1,6:27,0,chris,assist,,
1,6:29,0,tariq,3pt_made,,
1,6:43,1,1,3pt_attempt,,
1,6:44,0,tariq,dreb,,
1,7:15,0,tc,ft_made,,
1,7:30,0,tc,ft_made,,
1,7:42,1,mike,3pt_attempt,,
1,7:43,0,eman,dreb,,
1,7:50,0,tc,2pt_attempt,,
1,7:51,1,37,dreb,,
1,8:05,1,mike,3pt_attempt,,
1,8:06,0,tc,dreb,,
1,8:10,0,tariq,3pt_attempt,,
1,8:11,0,chris,oreb,,
1,8:13,0,chris,2pt_attempt,,
1,8:30,1,37,2pt_attempt,,
1,8:31,0,tc,block,,
1,8:58,1,mike,3pt_attempt,,
1,8:59,0,tariq,dreb,,tough call on the tipout
1,9:03,0,chris,assist,,
1,9:04,0,eman,2pt_made,,
1,9:17,1,q,2pt_attempt,,
1,9:18,0,tariq,dreb,,
1,9:22,0,jeff,2pt_attempt,,left handed layup. lol
1,9:36,0,tc,3pt_attempt,,
1,9:38,1,1,dreb,,
1,9:47,1,1,3pt_attempt,,
1,9:48,0,eman,dreb,,
1,9:52,0,chris,2pt_attempt,,
1,9:53,0,jeff,oreb,,tipout
1,10:00,0,tariq,3pt_attempt,,
1,10:18,1,37,2pt_attempt,,
1,10:19,0,chris,block,,block party
1,10:21,0,tariq,dreb,,
1,10:26,0,jeff,2pt_attempt,,
1,10:28,0,jeff,oreb,,
1,10:30,0,tariq,assist,,
1,10:32,0,chris,2pt_made,,
1,10:38,1,37,3pt_attempt,,
1,10:39,0,chris,dreb,,
1,10:46,0,tc,3pt_attempt,,
1,10:47,1,q,block,,
1,10:48,0,chris,oreb,,
1,10:52,0,tc,2pt_attempt,,
1,10:53,1,37,dreb,,
1,11:00,0,tariq,foul,,
1,11:20,1,carl,ft_made,,
1,11:30,1,carl,ft_made,,
1,11:44,0,chris,2pt_attempt,,
1,11:45,1,q,dreb,,
1,11:53,1,1,3pt_attempt,,
1,11:55,0,tariq,assist,,
1,11:56,0,chris,2pt_made,,
1,12:20,0,chris,ft_attempt,,
1,12:21,1,37,dreb,,
1,12:26,1,37,assist,,
1,12:27,1,q,3pt_made,,
1,12:38,0,tc,2pt_made,,NICE
1,12:56,1,37,2pt_made,,
1,13:00,0,jeff,ft_attempt,,
1,13:10,0,jeff,ft_made,,guess
2,0:32,0,riqq,steal,,
2,0:39,0,riqq,2pt_attempt,,
2,0:40,1,mike,dreb,,
2,0:47,1,37,2pt_attempt,,
2,0:48,0,dylan,block,,
2,0:49,0,riqq,dreb,,
2,1:01,0,pope,assist,,
2,1:03,0,kelo,3pt_made,,
2,1:30,1,37,3pt_attempt,,
2,1:31,0,pope,dreb,,
2,1:42,0,riqq,2pt_attempt,,
2,1:43,1,37,dreb,,
2,2:15,1,mike,ft_made,,
2,2:30,1,mike,ft_made,,
2,2:44,0,kelo,turnover,,probably dylan
2,2:45,1,mike,steal,,
2,2:51,1,mike,3pt_made,,
2,3:00,0,kelo,turnover,,not sure about this one
2,3:26,1,mike,3pt_attempt,,
2,3:28,0,riqq,dreb,,
2,3:29,0,riqq,assist,,
2,3:30,0,dylan,2pt_made,,
2,3:43,1,carl,2pt_attempt,,
2,3:44,0,dylan,dreb,,
2,3:51,0,kelo,3pt_attempt,,q was on dylan!!!
2,3:54,1,mike,dreb,,
2,4:10,1,37,2pt_attempt,,
2,4:12,0,dylan,dreb,,
2,4:40,0,dylan,ft_made,,
2,4:50,0,dylan,ft_made,,
2,5:00,0,pope,foul,,
2,5:20,1,37,ft_attempt,,
2,5:30,1,37,ft_attempt,,
2,5:40,1,37,ft_made,,
2,6:11,0,chosen,foul,,
2,6:23,1,1,ft_made,,
2,6:35,1,1,ft_made,,
2,6:48,0,kelo,2pt_made,,
2,7:06,1,37,3pt_attempt,,
2,7:07,0,riqq,dreb,,
2,7:15,0,tc,assist,,
2,7:16,0,riqq,2pt_made,,
2,7:33,1,37,assist,,
2,7:34,1,1,3pt_made,,
2,7:45,0,kelo,3pt_made,,
2,7:57,1,mike,3pt_made,,
2,8:05,0,tc,3pt_made,,
2,8:20,1,carl,2pt_made,,NICE
2,8:27,0,tc,turnover,,
2,8:35,1,1,3pt_attempt,,
2,8:36,0,kelo,dreb,,
2,8:44,0,tc,3pt_made,,
2,8:55,1,mike,3pt_made,,
2,9:04,0,riqq,2pt_made,,
2,9:21,1,37,2pt_made,,
2,9:29,0,tc,3pt_made,,
2,9:47,1,37,3pt_attempt,,
2,9:48,0,chosen,dreb,,
2,9:54,0,riqq,2pt_made,,highlight
2,11:22,1,carl,2pt_made,,
2,11:23,0,eman,foul,,
2,11:42,1,carl,ft_made,,
2,11:53,0,tariq,3pt_attempt,,
2,11:56,0,chris,oreb,,
2,12:14,0,tariq,turnover,,
2,12:48,1,37,assist,,
2,12:49,1,1,3pt_made,,
2,12:59,0,tariq,assist,,
2,13:00,0,chris,2pt_made,,
2,13:12,0,chosen,foul,,
2,13:20,1,33,assist,,
2,13:21,1,mike,3pt_made,,
2,13:35,0,chosen,3pt_attempt,,
2,13:36,1,mike,dreb,,
2,13:44,1,1,assist,,
2,13:45,1,carl,2pt_made,,
2,14:05,0,tariq,3pt_attempt,,
2,14:06,1,1,dreb,,
2,14:09,1,1,assist,,
2,14:10,1,carl,2pt_made,,
2,14:27,0,eman,assist,,
2,14:28,0,chris,2pt_made,,
2,15:39,1,1,ft_made,,
2,15:50,1,1,ft_made,,
2,16:10,0,pope,ft_attempt,,
2,16:20,0,pope,ft_made,,
2,16:34,1,37,turnover,,
2,16:35,0,dylan,steal,,
2,16:42,0,pope,2pt_made,,
2,16:53,1,carl,2pt_attempt,,
2,16:54,0,tariq,dreb,,
2,17:00,0,tc,3pt_attempt,,
2,17:01,0,tc,oreb,,
2,17:05,0,tariq,3pt_attempt,,
2,17:06,1,mike,dreb,,
2,18:30,1,carl,ft_made,,bad call- o foul
2,18:38,1,carl,ft_made,,
2,18:50,0,pope,turnover,,
2,19:26,0,eman,2pt_attempt,,
2,19:31,1,1,3pt_made,,
2,19:41,0,eman,2pt_attempt,,
2,19:42,0,dylan,oreb,,
2,19:48,0,dylan,3pt_attempt,,
2,19:49,1,33,dreb,,
2,19:53,1,1,3pt_attempt,,
2,19:54,0,tariq,dreb,,
2,20:00,0,tariq,assist,,
2,20:01,0,tc,2pt_made,,
2,20:27,1,37,3pt_made,,
2,20:34,1,1,2pt_attempt,,
2,20:35,1,1,oreb,,
2,20:36,1,1,assist,,
2,20:37,1,37,3pt_made,,
2,20:47,0,tariq,2pt_made,,
2,20:57,1,carl,2pt_attempt,,
2,20:58,0,dylan,dreb,,
2,21:26,1,carl,2pt_made,,
2,21:45,0,tc,2pt_attempt,,
2,21:46,0,pope,oreb,,
2,21:48,0,pope,assist,,
2,21:49,0,tariq,3pt_made,,
2,22:01,1,q,turnover,,
2,22:02,0,dylan,steal,,
2,22:36,0,tariq,3pt_attempt,,
2,22:51,1,37,3pt_attempt,,
2,22:52,0,tariq,dreb,,
2,22:59,0,tc,3pt_made,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
