Half,time,team,player,event,against,notes
1,0:23,0,trev,3pt_attempt,,
1,0:24,1,73,dreb,,
1,0:31,1,13,3pt_attempt,,
1,0:33,0,Riq2,dreb,,
1,0:35,0,Riq2,assist,,
1,0:36,0,trev,2pt_made,,
1,1:03,1,0,2pt_made,,
1,1:10,0,cordell,3pt_attempt,,
1,1:11,1,13,dreb,,
1,1:14,0,trev,steal,,
1,1:16,0,trev,3pt_made,,
1,1:30,1,0,3pt_attempt,,
1,1:32,0,chris,dreb,,
1,1:36,0,Riq2,turnover,,bad call
1,1:59,1,13,2pt_attempt,,
1,2:00,0,jared,block,,
1,2:01,0,jared,block,,
1,2:26,1,00,ft_made,,
1,2:34,1,00,ft_made,,
1,2:52,0,cordell,turnover,,
1,2:57,1,13,2pt_made,,
1,3:06,0,chris,assist,,
1,3:07,0,trev,2pt_made,,
1,3:18,1,729,3pt_attempt,,
1,3:19,0,jared,dreb,,
1,3:35,0,cordell,assist,,
1,3:37,0,trev,3pt_made,,
1,4:13,1,13,3pt_attempt,,
1,4:14,0,trev,block,,
1,4:15,0,chris,dreb,,
1,4:18,0,jared,assist,,
1,4:19,0,cordell,2pt_made,,
1,4:27,1,729,3pt_made,,
1,4:33,0,cordell,assist,,
1,4:34,0,chris,2pt_made,,
1,4:45,1,13,2pt_attempt,,
1,4:46,0,jared,block,,
1,5:04,1,0,3pt_attempt,,
1,5:05,0,Riq2,dreb,,
1,5:10,0,Riq2,2pt_attempt,,
1,5:15,0,trev,3pt_attempt,,
1,5:17,0,Riq2,oreb,,
1,5:18,0,Riq2,2pt_attempt,,
1,5:35,1,729,3pt_attempt,,
1,5:37,0,Riq2,dreb,,
1,5:43,0,chris,2pt_attempt,,
1,5:44,1,0,dreb,,
1,5:49,1,0,3pt_made,,
1,6:10,0,cordell,3pt_attempt,,
1,6:30,0,jared,3pt_attempt,,
1,6:38,0,jared,block,,
1,6:39,0,jared,foul,,
1,7:01,1,13,ft_made,,
1,7:10,1,13,ft_made,,
1,7:38,0,pope,turnover,,Dammit Ryan!
1,7:56,0,pope,foul,,
1,8:06,0,chris,steal,,
1,8:09,0,pope,turnover,,
1,8:13,1,0,3pt_made,,
1,8:22,0,pope,2pt_made,,
1,8:40,0,pope,ft_made,,
1,8:58,1,0,3pt_attempt,,
1,8:59,0,pope,block,,
1,9:00,0,chris,dreb,,
1,9:03,0,chris,turnover,,
1,9:06,1,13,2pt_made,,
1,9:40,0,chris,ft_made,,
1,9:57,0,chris,ft_attempt,,
1,9.58,0,pope,oreb,,
1,10.22,1,13,2pt_attempt,,
1,10.23,0,cordell's buddy,dreb,,
1,10.27,0,cordell's buddy,turnover,,
1,10.39,1,7,3pt_made,,
1,10.52,0,cordell's buddy,turnover,,
1,11.00,1,0,2pt_attempt,,
1,11.02,0,pope,dreb,,don't know who to credit
1,11.03,0,chris,dreb,,don't know who to credit
1,11.07,0,ryan,3pt_attempt,,
1,11.08,0,pope,oreb,,
1,11.09,1,13,foul,,
1,11.30,0,pope,ft_made,,
1,11.40,0,pope,ft_made,,
1,12.11,1,13,2pt_made,,
1,12.20,0,chosen,2pt_attempt,,
1,12.21,0,chosen,oreb,,
1,12.22,0,chosen,2pt_made,,
1,12.50,0,chosen,ft_made,,
1,13.11,0,ryan,dreb,,guessing
1,13.16,0,trev,turnover,,
1,13.34,0,7,3pt_attempt,,
1,13.46,0,trev,steal,,
1,13.48,0,pope,2pt_attempt,,
1,13.49,0,trev,oreb,,
1,13.50,0,trev,2pt_attempt,,
1,14.00,1,13,2pt_made,,
1,14.12,0,cordell's buddy,3pt_attempt,,
1,14.47,1,11,3pt_attempt,,
1,14.48,0,pope,dreb,,
1,14.55,0,pope,turnover,,
1,15.28,1,13,3pt_attempt,,
1,15.29,1,13,oreb,,
1,15.31,1,0,3pt_made,,
1,15.46,0,chosen,3pt_attempt,,
1,15.47,0,Riq2,oreb,,
1,15.48,0,Riq2,2pt_made,,
1,16.00,1,13,3pt_attempt,,
1,16.02,0,jared,dreb,,
1,16.08,0,jared,2pt_made,,
1,16.17,1,0,2pt_made,,whoops
1,16.30,0,jared,2pt_attempt,,
1,16.37,0,jared,block,,highlight
1,16.38,1,7,3pt_attempt,,
1,17.11,0,cordell,block,,
1,17.12,0,cordell,steal,,
1,17.15,0,cordell,assist,,
1,17.16,0,chris,2pt_made,,
1,17.30,1,0,3pt_attempt,,
1,17.31,0,cordell,dreb,,
1,17.33,0,cordell,assist,,
1,17.34,0,chris,2pt_made,,
1,17.54,1,7,3pt_attempt,,
1,17.55,0,Riq2,dreb,,
1,18.00,0,Riq2,turnover,,
1,18.23,0,trev,foul,,
1,18.43,1,13,ft_made,,
1,18.53,1,13,ft_made,,
1,19.00,0,cordell,assist,,
1,19.01,0,trev,3pt_made,,
1,19.23,1,13,2pt_attempt,,
1,19.24,0,trev,block,,
1,19.31,0,trev,steal,,
1,20.00,0,jared,ft_attempt,,
1,20.40,0,jared,ft_made,,
2,0.52,1,729,3pt_attempt,,
2,0.53,0,cordell,dreb,,
2,0.57,0,trev,2pt_attempt,,
2,0.58,0,chris,oreb,,
2,0.59,0,chris,2pt_made,,
2,1.37,1,13,2pt_attempt,,
2,1.39,1,00,oreb,,
2,1.45,1,13,3pt_made,,
2,1.58,0,cordell,3pt_attempt,,
2,1.59,0,chris,oreb,,
2,2.00,0,chris,2pt_attempt,,
2,2.01,1,13,dreb,,
2,2.14,1,00,2pt_attempt,,
2,2.23,1,00,3pt_attempt,,highlight
2,2.26,1,73,3pt_made,,
2,2.37,0,trev,2pt_attempt,,
2,2.38,0,trev,oreb,,
2,2.39,0,trev,2pt_made,,
2,2.58,1,13,2pt_made,,great d trev
2,3.02,0,chris,2pt_attempt,,
2,3.04,0,pope,oreb,,
2,4.30,0,ryan,3pt_attempt,,
2,4.35,1,13,3pt_attempt,,
2,4.40,1,729,3pt_made,,
2,4.48,0,chris,2pt_made,,
2,5.16,0,chris,ft_made,,
2,5.40,0,---,foul,,
2,6.06,1,13,ft_made,,
2,6.14,1,13,ft_attempt,,
2,6.15,0,chris,dreb,,
2,6.46,0,ryan,ft_attempt,,
2,7.07,0,ryan,ft_attempt,,
2,7.10,0,chosen,oreb,,
2,7.14,0,ryan,2pt_attempt,,
2,7.19,0,00,3pt_attempt,,
2,7.22,0,jared,steal,,
2,7.31,0,Riq2,2pt_attempt,,
2,7.39,0,chosen,steal,,
2,7.40,0,chosen,turnover,,
