Half,time,team,player,event,against,notes
1,0:11,0,chosen,2pt_made,,
1,0.30,1,bigman,2pt_made,,
1,0.39,0,tyriq,assist,,
1,0.41,0,nick,2pt_made,,
1,0.56,1,shooter,2pt_made,,
1,1.10,0,trev,3pt_made,,
1,1.18,1,shooter,3pt_made,,
1,1.45,0,trev,2pt_made,,
1,2.00,1,1,3pt_attempt,,
1,2.02,0,tariq,dreb,,
1,2.08,0,tariq,turnover,,
1,2.26,1,shooter,3pt_attempt,,
1,2.35,0,tyriq,3pt_made,,
1,2.19,1,bigman,2pt_attempt,,
1,2.20,1,pos,oreb,,
1,2.21,1,pos,2pt_made,,
1,3.05,0,tyriq,3pt_attempt,,
1,3.06,1,pos,dreb,,
1,3.26,1,bigman,ft_attempt,,
1,3.36,1,bigman,ft_attempt,,
1,3.45,0,chosen,steal,,highlight!
1,4.12,1,1,2pt_made,,
1,4.23,0,tariq,2pt_made,,
1,4.35,1,hair,2pt_attempt,,
1,4.36,0,chosen,dreb,,
1,4.41,0,chosen,turnover,,
1,5.01,0,tyriq,steal,,
1,5.07,0,tyriq,2pt_made,,guess
1,5.19,1,pos,2pt_made,,
1,5.20,0,pope,foul,,
1,5.42,1,pos,ft_made,,
1,5.50,0,trev,2pt_attempt,,
1,5.58,1,bigman,2pt_made,,
1,6.35,0,pope,ft_made,,
1,6.50,0,pope,ft_attempt,,
1,7.05,1,bigman,2pt_attempt,,
1,7.06,0,tariq,dreb,,
1,7.27,0,nick,3pt_made,,
1,7.45,1,pos,2pt_attempt,,
1,7.46,0,pope,dreb,,
1,7.51,0,pope,2pt_attempt,,
1,7.52,1,shooter,dreb,,
1,8.01,1,shooter,3pt_made,,
1,8.13,0,tariq,2pt_attempt,,
1,8.14,1,shooter,dreb,,
1,8.21,1,1,3pt_attempt,,
1,8.23,0,trev,dreb,,
1,8.34,0,tariq,turnover,,
1,9.37,0,trev,block,,
1,9.39,0,nick,dreb,,
1,9.44,0,nick,2pt_made,,
1,9.55,1,pos,foul,,1st shoulder throw
1,10.26,0,nick,2pt_made,,
1,10.39,1,pos,foul,,2nd shoulder throw
1,12.06,0,pope,3pt_attempt,,
1,12.10,0,trev,3pt_attempt,,
1,12.11,0,pope,oreb,,
1,12.12,0,pope,turnover,,
1,12.45,1,1,2pt_attempt,,
1,12.46,0,trev,block,,
1,12.47,1,bigman,2pt_made,,
1,13.00,0,trev,2pt_attempt,,
1,13.39,1,1,3pt_attempt,,
1,13.40,0,tariq,dreb,,
1,13.49,0,nick,assist,,
1,13.50,0,pope,3pt_made,,
1,14.06,1,bigman,2pt_attempt,,
1,14.08,0,pope,dreb,,
1,14.18,0,trev,3pt_attempt,,
1,14.19,0,tariq,oreb,,
1,14.22,0,tariq,2pt_attempt,,
1,14.30,1,pos,3pt_attempt,,airball
1,14.31,0,tyriq,dreb,,
1,14.48,0,nick,assist,,
1,14.50,0,pope,2pt_made,,
1,15.09,0,tyriq,steal,,
1,15.14,0,tyriq,2pt_made,,
1,15.31,1,1,3pt_attempt,,
1,15.33,1,bigman,oreb,,
1,15.34,1,bigman,2pt_made,,
1,15.50,1,bigman,ft_attempt,,
1,15.51,0,trev,dreb,,
1,16.08,0,pope,turnover,,
1,16.30,1,hair,turnover,,
1,16.42,0,pope,3pt_attempt,,
1,17.00,1,pos,2pt_attempt,,
1,17.02,0,tyriq,dreb,,
1,17.09,0,tyriq,2pt_made,,
1,17.18,1,pos,2pt_attempt,,
1,17.59,0,pope,2pt_attempt,,
1,18.10,1,hair,3pt_attempt,,
1,18.12,0,trev,dreb,,
1,18.29,0,nick,3pt_attempt,,
1,18.30,0,chosen,oreb,,
1,18.49,0,chosen,ft_made,,
1,19.00,0,chosen,ft_attempt,,
1,19.11,1,pos,3pt_made,,
1,19.32,0,pope,turnover,,
1,19.51,1,pos,3pt_attempt,,
1,20.18,1,hair,ft_attempt,,
1,20.19,0,tyriq,dreb,,
1,20.29,0,nick,assist,,
1,20.30,0,tyriq,3pt_made,,
1,20.49,1,bigman,2pt_attempt,,
1,20.50,0,pope,dreb,,
1,20.58,0,nick,assist,,
1,20.59,0,tyriq,3pt_made,,
2,21.11,1,1,3pt_attempt,,
2,21.12,0,pope,dreb,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
