Half,time,team,player,event,against,notes
1,0.16,0,kelo,2pt_attempt,,
1,0.17,1,carl,dreb,,
1,0.27,1,1,2pt_attempt,,
1,0.28,0,cheihk,dreb,,
1,0.31,0,chris,2pt_attempt,,
1,0.32,0,dom,oreb,,
1,0.38,0,kelo,2pt_made,,
1,1.05,1,13,3pt_attempt,,
1,1.06,0,dom,dreb,,
1,1.13,0,chris,turnover,,
1,1.22,1,carl,3pt_attempt,,
1,1.23,0,chris,dreb,,
1,1.33,0,kelo,assist,,
1,1.35,0,norm,2pt_made,,
1,1.52,1,20,2pt_made,,
1,1.57,0,chris,2pt_attempt,,great entry pass by kelo
1,1.58,0,chris,oreb,,
1,1.59,0,chris,2pt_made,,
1,2.15,1,13,3pt_attempt,,
1,2.18,0,kelo,dreb,,
1,2.28,0,kelo,assist,,not sure if its an assist for kelo
1,2.29,0,dom,2pt_made,,
1,2.59,0,cheihk,2pt_made,,
1,3.10,1,mike,3pt_attempt,,
1,3.22,1,carl,2pt_made,,
1,3.37,0,cheihk,2pt_attempt,,
1,3.38,0,norm,oreb,,
1,3.52,0,cheihk,3pt_attempt,,
1,4.03,1,mike,3pt_attempt,,
1,4.04,0,kelo,dreb,,
1,4.13,0,cheihk,assist,,
1,4.14,0,dom,2pt_made,,
1,4.42,1,mike,3pt_attempt,,
1,4.43,0,dom,dreb,,
1,4.51,0,dom,2pt_attempt,,
1,4.52,0,chris,oreb,,
1,4.53,0,chris,2pt_made,,
1,5.10,1,1,2pt_attempt,,
1,5.11,0,cheihk,dreb,,
1,5.51,0,norm,2pt_made,,
1,6.04,1,20,2pt_made,,
1,6.17,0,pope,assist,,
1,6.18,0,josh,2pt_made,,
1,6.24,1,20,3pt_made,,
1,6.39,0,cheihk,3pt_attempt,,
1,6.41,0,norm,oreb,,
1,6.45,0,kelo,3pt_attempt,,
1,6.46,1,13,dreb,,
1,6.56,1,carl,2pt_made,,
1,7.18,0,cheihk,2pt_attempt,,
1,7.19,0,cheihk,oreb,,
1,7.52,0,cheihk,ft_made,,
1,8.05,0,cheihk,ft_made,,
1,8.32,1,carl,2pt_made,,
1,8.42,0,kelo,2pt_made,,
1,9.25,1,20,2pt_made,,
1,9.33,0,kelo,3pt_attempt,,
1,9.40,1,20,3pt_attempt,,
1,9.41,0,josh,dreb,,
1,9.48,0,josh,2pt_attempt,,
1,9.49,0,chris,oreb,,
1,9.50,0,chris,2pt_made,,
1,10.10,1,carl,3pt_attempt,,
1,10.11,0,kelo,dreb,,
1,10.19,0,kelo,assist,,
1,10.20,0,pope,2pt_made,,
1,10.31,1,mike,2pt_attempt,,
1,10.32,0,chris,dreb,,
1,10.38,0,pope,2pt_attempt,,
1,10.49,1,13,3pt_made,,
1,11.00,0,pope,turnover,,josh missed that pass... it was good
1,11.06,1,20,3pt_attempt,,
1,11.07,0,kelo,dreb,,
1,11.18,0,chris,2pt_attempt,,
1,11.22,1,1,2pt_made,,
1,12.30,0,kelo,2pt_attempt,,
1,12.31,1,1,dreb,,
1,12.40,1,1,3pt_attempt,,
1,12.41,0,tariq,dreb,,
1,12.48,0,kelo,2pt_attempt,,
1,12.47,1,1,dreb,,
1,13.00,1,20,2pt_attempt,,
1,13.35,1,20,2pt_made,,
1,13.40,0,cheihk,assist,,
1,13.41,0,dom,3pt_made,,
1,13.54,1,13,3pt_attempt,,
1,13.55,0,chris,dreb,,
1,14.02,0,chris,2pt_attempt,,
1,14.39,1,0,3pt_attempt,,
1,14.40,0,chris,dreb,,
1,14.47,0,dom,2pt_attempt,,
1,14.54,1,33,3pt_attempt,,
1,14.55,0,norm,dreb,,funniest rebound
1,15.07,0,norm,2pt_attempt,,
1,15.30,1,13,turnover,,
1,15.55,0,cheihk,3pt_attempt,,
1,16.04,1,0,3pt_attempt,,
1,16.06,0,dom,dreb,,
1,16.11,0,chris,2pt_made,,
1,16.24,1,mike,3pt_attempt,,
1,16.25,0,dom,dreb,,
1,16.33,0,chris,2pt_attempt,,
1,16.38,1,20,3pt_attempt,,
1,16.39,1,mike,oreb,,
1,16.52,0,chris,block,,
1,16.53,0,chris,foul,,
1,17.20,1,20,ft_made,,
1,17.32,1,20,ft_made,,
1,17.49,0,pope,2pt_attempt,,
1,17.59,1,carl,2pt_attempt,,
1,18.00,0,tariq,dreb,,
1,18.10,0,pope,assist,,
1,18.13,0,tariq,2pt_made,,
1,18.23,1,0,3pt_attempt,,
1,18.24,1,mike,oreb,,
1,18.25,1,mike,2pt_attempt,,
1,18.26,0,tariq,dreb,,
1,18.33,0,tariq,assist,,
1,18.34,0,pope,3pt_made,,
1,18.44,1,carl,assist,,
1,18.45,1,mike,2pt_made,,
1,19.00,0,norm,turnover,,
1,19.15,0,cheihk,block,,
1,19.17,0,tariq,dreb,,
1,19.23,0,tariq,assist,,
1,19.25,0,cheihk,3pt_made,,
1,19.38,1,33,3pt_attempt,,
1,19.39,1,20,oreb,,
1,19.40,1,20,2pt_attempt,,
1,19.41,0,cheihk,dreb,,
1,19.58,0,dom,2pt_attempt,,
1,20.18,1,carl,2pt_attempt,,
1,20.20,0,cheihk,dreb,,
1,20.24,0,cheihk,assist,,
1,20.25,0,dom,2pt_made,,
1,20.45,0,tariq,foul,,
1,21.00,1,mike,ft_made,,
1,21.10,1,mike,ft_attempt,,
2,0.29,0,kelo,2pt_attempt,,
2,0.31,1,1,dreb,,
2,1.18,1,1,2pt_attempt,,
2,1.19,0,dom,dreb,,
2,1.31,0,kelo,3pt_attempt,,
2,1.39,0,cheihk,2pt_made,,
2,2.00,1,mike,3pt_attempt,,
2,2.01,0,dom,dreb,,
2,2.10,0,kelo,2pt_attempt,,
2,2.11,1,13,dreb,,
2,2.12,1,1,turnover,,
2,2.32,0,tariq,3pt_attempt,,
2,2.45,1,0,3pt_made,,
2,3.00,0,kelo,3pt_attempt,,
2,3.10,1,1,3pt_attempt,,
2,3.30,1,mike,3pt_attempt,,
2,3.58,0,dom,steal,,
2,4.02,0,dom,assist,,
2,4.03,0,chris,2pt_made,,
2,4.24,1,carl,2pt_attempt,,
2,4.27,1,1,3pt_attempt,,
2,4.29,0,chris,dreb,,
2,4.44,0,kelo,2pt_attempt,,
2,4.45,1,carl,dreb,,
2,4.50,1,carl,2pt_attempt,,
2,4.51,0,dom,dreb,,
2,5.06,0,tariq,2pt_made,,
2,5.14,1,mike,3pt_made,,
2,5.36,0,kelo,assist,,
2,5.37,0,tariq,3pt_made,,
2,5.55,0,tariq,steal,,
2,6.03,0,cheihk,2pt_made,,
2,6.40,0,pope,dreb,,
2,6.45,0,pope,2pt_made,,
2,7.02,1,1,2pt_made,,
2,7.03,0,pope,foul,,
2,7.27,1,1,ft_made,,
2,7.38,0,kelo,2pt_attempt,,
2,7.39,1,mike,dreb,,
2,7.48,1,13,2pt_attempt,,
2,7.49,0,pope,dreb,,
2,7.57,0,cheihk,assist,,
2,7.58,0,chris,2pt_made,,
2,8.08,1,carl,2pt_attempt,,
2,8.09,1,20,oreb,,
2,8.14,1,mike,3pt_attempt,,
2,8.15,0,norm,dreb,,
2,8.38,0,kelo,assist,,
2,8.40,0,pope,2pt_made,,
2,9.01,1,1,2pt_made,,
2,9.02,0,pope,foul,,bullshit foul
2,9.17,1,1,ft_made,,
2,9.28,0,kelo,3pt_made,,
2,9.40,1,13,3pt_attempt,,
2,9.41,0,kelo,dreb,,
2,9.50,0,norm,2pt_attempt,,
2,9.55,1,mike,3pt_made,,
2,10.36,0,dom,3pt_attempt,,
2,10.37,0,pope,foul,,
2,11.00,1,1,3pt_made,,
2,11.21,0,norm,2pt_attempt,,
2,11.30,1,33,3pt_attempt,,
2,11.37,1,20,3pt_made,,
2,11.52,0,dom,3pt_attempt,,pope should have had that oreb
2,12.14,1,1,3pt_made,,should have blitzed the screen
2,13.39,0,norm,2pt_attempt,,
2,13.57,1,33,2pt_attempt,,
2,13.58,0,cheihk,dreb,,
2,14.07,0,cheihk,assist,,
2,14.09,0,kelo,3pt_made,,
2,14.36,1,20,2pt_attempt,,
2,14.37,1,20,oreb,,
2,14.38,1,20,2pt_made,,
2,15.02,0,norm,2pt_attempt,,
2,15.11,1,1,3pt_attempt,,
2,15.12,0,chris,dreb,,
2,15.28,0,cheihk,2pt_made,,
2,15.40,1,mike,3pt_attempt,,
2,15.45,1,1,2pt_attempt,,
2,15.46,1,33,oreb,,
2,15.55,1,mike,3pt_attempt,,
2,15.56,0,kelo,dreb,,
2,16.30,0,cheihk,ft_made,,
2,16.40,0,cheihk,ft_made,,
2,17.00,0,chris,block,,
2,17.01,0,pope,block,,
2,17.25,1,mike,3pt_attempt,,
2,17.30,1,20,assist,,
2,17.35,1,mike,3pt_made,,
,17.46,0,chris,2pt_made,,
,18.09,1,1,3pt_made,,
,18.22,0,kelo,2pt_made,,
,18.32,1,mike,3pt_made,,
,18.54,0,kelo,2pt_attempt,,
,18.55,1,13,dreb,,
,19.01,1,1,3pt_attempt,,
,19.02,0,cheihk,dreb,,
,19.11,0,cheihk,turnover,,
,19.20,1,33,2pt_made,,
,19.30,0,chris,assist,,
,19.31,0,dom,2pt_made,,
,20.43,1,20,2pt_attempt,,
,20.44,0,dom,dreb,,
,20.52,0,kelo,2pt_attempt,,
,20.53,0,chris,oreb,,
,21.10,0,chris,2pt_made,,
,21.26,0,chris,steal,,
,21.30,0,kelo,assist,,
,21.32,0,cheihk,2pt_made,,
,21.40,1,mike,3pt_attempt,,
,21.41,0,dom,dreb,,
,21.53,0,pope,2pt_made,,
,22.02,1,1,3pt_attempt,,
,22.03,0,chris,dreb,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
