Half,time,team,player,event,against,notes
2,0:21,0,tariq,turnover,,
2,1:06,0,dylan,assist,,
2,1:08,0,chosen,2pt_made,,
2,1:50,0,kelo,3pt_attempt,,
2,1:52,0,chosen,oreb,,
2,2:05,0,dylan,3pt_attempt,,
2,2:13,0,chris,block,,
2,2:15,0,tariq,dreb,,
2,2:18,0,tariq,assist,,
2,2:19,0,kelo,3pt_made,,
2,2:43,0,tariq,dreb,,
2,2:48,0,chris,2pt_attempt,,
2,3:12,0,tariq,2pt_made,,
2,3:29,0,tariq,ft_made,,
2,3:52,0,chosen,2pt_attempt,,
2,4:02,0,chris,2pt_attempt,,
2,4:25,0,kelo,dreb,,
2,4:32,0,dylan,3pt_attempt,,
2,4:33,0,tariq,oreb,,
2,4:34,0,tariq,2pt_made,,
2,4:52,0,tariq,2pt_made,,
2,5:32,0,chris,ft_attempt,,
2,5:55,0,chris,ft_attempt,,
2,6:12,0,ryan,dreb,,
2,6:15,0,ryan,assist,,
2,6:17,0,chris,2pt_made,,
2,6:27,0,ryan,dreb,,
2,6:30,0,ryan,assist,,
2,6:31,0,chris,2pt_made,,
2,6:54,0,jeff,block,,
2,7:29,0,kelo,2pt_made,,
2,8:18,0,kelo,3pt_attempt,,
2,8:19,0,chris,oreb,,
2,8:21,0,chris,2pt_made,,
2,8:33,0,zach,dreb,,
2,8:36,0,zach,assist,,
2,8:37,0,kelo,2pt_made,,
2,10:16,0,zach,2pt_attempt,,
2,10:40,0,chris,dreb,,
2,10:46,0,zach,2pt_attempt,,
2,10:48,0,chris,oreb,,
2,10:49,0,chris,2pt_made,,
2,11:16,0,chris,dreb,,
2,11:46,0,tariq,assist,,
2,11:47,0,zach,3pt_made,,highlight
2,12:30,0,tariq,3pt_attempt,,
2,12:55,0,jeff,3pt_attempt,,
2,13:21,0,tariq,dreb,,
2,13:26,0,tariq,assist,,
2,13:28,0,chris,2pt_made,,
2,13:56,0,chris,2pt_attempt,,
2,14:16,0,tariq,2pt_made,,
2,15:04,0,jeff,steal,,
2,15:09,0,kelo,2pt_made,,highlight
2,15:23,0,jeff,block,,highlight
2,15:45,0,tariq,dreb,,
2,15:53,0,kelo,assist,,
2,15:54,0,jeff,3pt_made,,
2,17:16,0,kelo,3pt_attempt,,
2,17:17,0,chris,oreb,,
2,17:19,0,chris,2pt_made,,
2,17:48,0,chris,assist,,
2,17:49,0,jeff,2pt_made,,
2,18:20,0,kelo,2pt_attempt,,
2,18:21,0,chris,oreb,,
2,18:44,0,tariq,ft_attempt,,
2,18:55,0,tariq,ft_made,,
2,19:20,0,kelo,assist,,
2,19:21,0,dylan,3pt_made,,
2,19:43,0,dylan,steal,,
2,19:45,0,dylan,2pt_made,,
2,21:06,0,jeff,dreb,,
2,21:19,0,ryan,steal,,
2,21:21,0,ryan,turnover,,
2,21:36,0,dylan,block,,
2,21:37,0,jeff,dreb,,
2,21:43,0,jeff,2pt_made,,
2,21:58,0,tariq,3pt_attempt,,
2,22:19,0,kelo,3pt_attempt,,
2,23:11,0,jeff,3pt_attempt,,
2,23:13,0,tariq,steal,,
2,23:15,0,tariq,3pt_attempt,,
2,23:16,0,tariq,oreb,,
2,23:20,0,tariq,assist,,
2,23:21,0,kelo,3pt_made,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,0,---,---,,
2,,1,---,---,,
2,,1,---,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
,,,,---,,
