Half,time,team,player,event,against,notes
1,0:10,0,chris,assist,,
1,0:11,0,kelo,2pt_made,,
1,0:24,1,mitch,turnover,,
1,0:25,0,tc,steal,,
1,0:29,0,tc,2pt_made,,
1,0:54,1,mitch,2pt_attempt,,
1,1:03,0,tc,dreb,,
1,1:04,0,tc,3pt_attempt,,
1,1:05,1,mitch,dreb,,
1,1:20,0,chris,steal,,
1,1:21,0,chris,turnover,,out of bounds
1,1:44,1,mitch,turnover,,hard to see
1,1:54,0,tc,3pt_made,,
1,2:22,1,5,assist,,
1,2:23,1,mike,3pt_made,,
1,2:28,0,evan,2pt_attempt,,
1,2:35,1,5,dreb,,
1,2:39,1,5,turnover,,
1,2:40,0,chris,steal,,
1,2:41,0,chris,assist,,"weird one, but I'm counting it"
1,2:42,0,tc,3pt_made,,
1,2:46,1,mitch,turnover,,hard call either mitch or 5
1,3:13,0,kelo,3pt_attempt,,
1,3:14,0,dylan,oreb,,
1,3:25,1,5,foul,,crazy it came to this as an end
1,3:41,0,dylan,assist,,
1,3:42,0,chris,2pt_made,,
1,3:55,1,mitch,assist,,
1,3:56,1,33,3pt_made,,
1,4:09,0,kelo,turnover,,
1,4:24,1,q,2pt_attempt,,
1,4:25,0,tc,dreb,,
1,4:27,0,tc,turnover,,
1,4:28,1,mike,steal,,
1,4:29,1,mike,assist,,
1,4:30,1,33,3pt_made,,
1,4:43,0,chris,2pt_attempt,,
1,4:44,1,mitch,dreb,,
1,4:49,1,5,3pt_attempt,,
1,4:50,0,evan,dreb,,
1,5:03,0,evan,3pt_attempt,,
1,5:04,0,tc,oreb,,
1,5:05,0,tc,2pt_made,,
1,5:34,1,33,3pt_attempt,,
1,5:35,0,pope,dreb,,
1,5:42,0,pope,assist,,
1,5:43,0,dylan,3pt_made,,
1,5:54,1,mike,3pt_attempt,,
1,5:55,0,riqq,dreb,,
1,6:00,0,pope,2pt_attempt,,
1,6:01,0,tc,oreb,,
1,6:02,0,tc,2pt_made,,
1,6:09,1,33,3pt_attempt,,
1,6:10,0,chosen,dreb,,
1,6:19,0,tc,3pt_attempt,,
1,6:20,0,dylan,oreb,,
1,6:22,0,dylan,turnover,,
1,6:23,1,mike,steal,,
1,6:32,1,mike,3pt_attempt,,
1,6:33,0,dylan,dreb,,
1,6:50,0,pope,turnover,,good call. pete obv has the eyes of a hawk to see past Q there
1,7:39,0,chosen,foul,,
1,7:54,1,5,3pt_attempt,,
1,7:55,0,riqq,dreb,,
1,8:04,0,chosen,3pt_attempt,,
1,8:05,1,33,dreb,,
1,8:19,1,q,3pt_attempt,,
1,8:20,0,riqq,dreb,,
1,8:34,0,dom,3pt_attempt,,
1,8:35,1,mitch,dreb,,
1,8:41,1,mitch,3pt_attempt,,
1,8:42,0,dom,dreb,,
1,8:44,0,tc,2pt_attempt,,
1,8:57,1,5,3pt_made,,riqq where you at?
1,9:12,0,riqq,2pt_attempt,,
1,9:21,1,mitch,2pt_made,,
1,9:33,0,tc,3pt_attempt,,
1,9:35,0,chosen,oreb,,
1,9:41,0,chosen,assist,,
1,9:42,0,riqq,3pt_made,,
1,10:00,1,33,assist,,
1,10:01,1,mike,3pt_made,,
1,10:13,0,riqq,3pt_attempt,,
1,10:17,0,pope,oreb,,
1,10:26,0,riqq,block,,
1,10:48,1,33,assist,,
1,10:49,1,mike,3pt_made,,
1,11:04,0,riqq,3pt_attempt,,
1,11:05,1,mitch,dreb,,
1,11:06,1,mitch,assist,,
1,11:07,1,5,2pt_made,,
1,11:42,0,chris,turnover,,
1,11:57,1,mitch,3pt_attempt,,
1,11:58,0,chris,dreb,,
1,12:02,0,chris,2pt_attempt,,
1,12:15,0,evan,assist,,
1,12:16,0,chris,2pt_made,,
1,12:38,1,5,3pt_attempt,,
1,12:39,0,chris,dreb,,
1,12:46,0,riqq,3pt_attempt,,
1,12:47,0,kelo,oreb,,
1,12:50,0,kelo,2pt_made,,
1,13:04,1,q,3pt_attempt,,
1,13:05,0,evan,dreb,,
1,13:10,0,dom,assist,,
1,13:11,0,chris,2pt_made,,
1,14:19,1,mitch,turnover,,
1,14:20,0,evan,steal,,
1,14:27,0,dom,assist,,
1,14:28,0,chris,2pt_made,,
1,14:36,1,5,2pt_attempt,,
1,14:37,0,dom,dreb,,
1,14:46,0,kelo,3pt_attempt,,
1,14:54,1,mike,3pt_attempt,,
1,14:55,0,dylan,dreb,,
1,15:02,0,dylan,turnover,,
1,15:20,1,5,3pt_attempt,,
1,15:26,1,mitch,3pt_attempt,,
1,15:28,0,dom,dreb,,
1,15:35,0,kelo,assist,,
1,15:36,0,evan,2pt_made,,nice post up
1,15:58,1,mike,turnover,,
1,15:59,0,chris,steal,,
1,16:02,0,chris,2pt_made,,
1,16:10,1,mitch,3pt_attempt,,
1,16:12,1,33,oreb,,
1,16:15,1,33,assist,,
1,16:16,1,mike,3pt_made,,
1,16:23,0,kelo,2pt_attempt,,
1,16:24,1,mike,dreb,,
1,16:31,1,5,3pt_made,,
1,16:43,0,dylan,3pt_attempt,,
1,16:44,1,33,dreb,,
1,17:02,1,mitch,turnover,,
1,17:03,0,dom,steal,,
1,17:10,0,dom,2pt_made,,
1,17:22,1,33,3pt_attempt,,
1,17:25,0,chris,dreb,,
1,17:30,0,kelo,3pt_attempt,,
1,17:31,0,chris,oreb,,
1,17:32,0,chris,2pt_made,,
1,17:48,1,mitch,assist,,
1,17:49,1,mike,2pt_made,,
1,18:10,1,mike,ft_made,,
